,아이디,맥주이름,날짜,평점,Aroma,Appearance,Flavor,Mouthfeel,Overall
1680,Bolo(12),Sapporo Premium Beer / Draft Beer,15-Feb-03,2.1,3,2,4,2,10
1681,"Oakes(25,641)",Sapporo Premium Beer / Draft Beer,12-Feb-03,2.8,5,2,6,3,12
1682,Yankovitch333(612),Sapporo Premium Beer / Draft Beer,04-Feb-03,1.3,3,2,3,2,3
1683,mpbro(132),Sapporo Premium Beer / Draft Beer,03-Feb-03,2.1,3,5,2,3,8
1684,LoveABeer(141),Sapporo Premium Beer / Draft Beer,02-Feb-03,1.8,2,4,3,2,7
1685,"omhper(31,596)",Sapporo Premium Beer / Draft Beer,01-Feb-03,1,2,2,1,1,4
1686,tex(52),Sapporo Premium Beer / Draft Beer,30-Jan-03,2.8,5,2,6,3,12
1687,RaginCajun(320),Sapporo Premium Beer / Draft Beer,30-Jan-03,1.7,2,2,4,3,6
1688,DallasBryan(111),Sapporo Premium Beer / Draft Beer,25-Jan-03,3.2,6,3,6,3,14
1689,"GregClow(3,402)",Sapporo Premium Beer / Draft Beer,18-Jan-03,1.5,3,2,3,2,5
1690,herbstress3(221),Sapporo Premium Beer / Draft Beer,16-Jan-03,0.8,1,1,2,1,3
1691,"JK(7,129)",Sapporo Premium Beer / Draft Beer,25-Oct-04,0.9,2,1,2,2,2
1692,"WISEGUY572(1,377)",Sapporo Premium Beer / Draft Beer,12-Jan-03,2.7,5,3,6,2,11
1693,"jonas(12,102)",Sapporo Premium Beer / Draft Beer,10-Jan-03,1.5,4,3,2,1,5
1694,"Nate(4,279)",Sapporo Premium Beer / Draft Beer,09-Jan-03,1.7,3,3,3,3,5
1695,666seth(229),Sapporo Premium Beer / Draft Beer,06-Jan-03,2.9,6,3,6,3,11
1696,slinkymello(137),Sapporo Premium Beer / Draft Beer,06-Jan-03,2.1,4,2,4,3,8
1697,007lund(92),Sapporo Premium Beer / Draft Beer,06-Jan-03,2.6,5,3,6,2,10
1698,"Ungstrup(47,157)",Sapporo Premium Beer / Draft Beer,03-Jan-03,2.5,3,4,5,3,10
1699,"BillKismet(4,592)",Sapporo Premium Beer / Draft Beer,03-Jan-03,2.4,4,3,4,3,10
1700,npdempse(934),Sapporo Premium Beer / Draft Beer,02-Jan-03,0.5,1,1,1,1,1
1701,Archimedes99(27),Sapporo Premium Beer / Draft Beer,29-Dec-02,2.7,4,3,5,3,12
1702,Crash(532),Sapporo Premium Beer / Draft Beer,26-Dec-02,3.2,5,3,7,3,14
1703,MrGregAD199(65),Sapporo Premium Beer / Draft Beer,26-Dec-02,2.3,3,3,4,3,10
1704,hayden1215(321),Sapporo Premium Beer / Draft Beer,25-Dec-02,1.1,2,2,2,2,3
1705,"ogivlado(11,871)",Sapporo Premium Beer / Draft Beer,24-Dec-02,2.1,4,2,4,2,9
1706,mikejmadden99(103),Sapporo Premium Beer / Draft Beer,18-Dec-02,3.4,7,3,7,3,14
1707,"BückDich(5,464)",Sapporo Premium Beer / Draft Beer,18-Dec-02,2.1,3,2,5,3,8
1708,psychodrama311(122),Sapporo Premium Beer / Draft Beer,10-Dec-02,3.1,6,4,6,2,13
1709,Sturgess(173),Sapporo Premium Beer / Draft Beer,02-Dec-02,1.8,3,1,4,2,8
1710,Supaflyfresh99(97),Sapporo Premium Beer / Draft Beer,01-Dec-02,2,3,3,5,3,6
1711,"Cartoonkhaki(1,380)",Sapporo Premium Beer / Draft Beer,30-Nov-02,1.7,3,2,3,1,8
1712,"CapFlu(5,136)",Sapporo Premium Beer / Draft Beer,30-Nov-02,2.9,4,1,6,3,15
1713,"Crit(4,553)",Sapporo Premium Beer / Draft Beer,25-Nov-02,2,4,2,5,2,7
1714,Scooby(50),Sapporo Premium Beer / Draft Beer,25-Nov-02,2.2,3,2,5,3,9
1715,"fraternie(1,115)",Sapporo Premium Beer / Draft Beer,25-Nov-02,2.1,4,3,4,2,8
1716,"DaSilky1(2,607)",Sapporo Premium Beer / Draft Beer,23-Feb-03,1.8,3,3,3,2,7
1717,grant(842),Sapporo Premium Beer / Draft Beer,21-Nov-02,1.6,3,1,4,2,6
1718,"pivo(2,691)",Sapporo Premium Beer / Draft Beer,21-Nov-02,1.1,2,2,2,1,4
1719,"YogiBeera(2,570)",Sapporo Premium Beer / Draft Beer,20-Nov-02,1.5,3,3,3,2,4
1720,"Murphy(1,759)",Sapporo Premium Beer / Draft Beer,19-Nov-02,1.8,4,2,3,3,6
1721,GiddyBoy(121),Sapporo Premium Beer / Draft Beer,15-Nov-02,2.5,4,3,5,2,11
1722,"PorterPounder(9,958)",Sapporo Premium Beer / Draft Beer,15-Nov-02,2.8,5,3,6,3,11
1723,"Slick(1,970)",Sapporo Premium Beer / Draft Beer,15-Nov-02,2.3,6,3,4,2,8
1724,jedimasternick(96),Sapporo Premium Beer / Draft Beer,08-Nov-02,1.8,3,2,3,2,8
1725,"presario(4,914)",Sapporo Premium Beer / Draft Beer,01-Nov-02,3.1,6,3,6,3,13
1726,Rhino(57),Sapporo Premium Beer / Draft Beer,31-Oct-02,2.3,4,2,5,2,10
1727,babycakes(24),Sapporo Premium Beer / Draft Beer,30-Oct-02,2.3,5,4,2,2,10
1728,gaijin6599(2),Sapporo Premium Beer / Draft Beer,24-Oct-02,4.3,8,5,9,4,17
1729,"JFGrind(2,265)",Sapporo Premium Beer / Draft Beer,23-Oct-02,1.8,2,3,3,3,7
1730,Admiral(524),Sapporo Premium Beer / Draft Beer,23-Oct-02,3.7,6,5,6,4,16
1731,"PhillyBeer2112(3,236)",Sapporo Premium Beer / Draft Beer,07-Oct-02,2.4,5,3,5,2,9
1732,Ringo(964),Sapporo Premium Beer / Draft Beer,05-Oct-02,2.8,5,3,5,3,12
1733,"jazz88(2,688)",Sapporo Premium Beer / Draft Beer,05-Oct-02,2.4,5,3,5,2,9
1734,Cian99(18),Sapporo Premium Beer / Draft Beer,03-Oct-02,2.9,6,4,7,4,8
1735,"beerguy101(5,360)",Sapporo Premium Beer / Draft Beer,03-Oct-02,2.7,4,3,5,3,12
1736,GregL40(97),Sapporo Premium Beer / Draft Beer,03-Oct-02,1.6,4,1,3,2,6
1737,jaseonem99(19),Sapporo Premium Beer / Draft Beer,03-Oct-02,3.3,5,4,7,3,14
1738,"OlJuntan64(1,264)",Sapporo Premium Beer / Draft Beer,02-Oct-02,1.5,3,2,3,2,5
1739,MaxPower(961),Sapporo Premium Beer / Draft Beer,01-Oct-02,2.2,3,3,5,2,9
1740,Duffbeer(192),Sapporo Premium Beer / Draft Beer,25-Sep-02,2.9,5,3,6,3,12
1741,David(34),Sapporo Premium Beer / Draft Beer,24-Sep-02,2.8,4,3,6,3,12
1742,Catadobe(112),Sapporo Premium Beer / Draft Beer,20-Sep-02,2.6,5,2,7,2,10
1743,"johninmelb(1,131)",Sapporo Premium Beer / Draft Beer,20-Sep-02,2.7,6,2,5,3,11
1744,"SilkTork(6,991)",Sapporo Premium Beer / Draft Beer,25-May-17,2.5,3,3,3,3,13
1745,dhurtubise(568),Sapporo Premium Beer / Draft Beer,18-Sep-02,2.5,4,3,5,3,10
1746,Aesir(130),Sapporo Premium Beer / Draft Beer,12-Sep-02,2.3,3,2,6,2,10
1747,shorlin(721),Sapporo Premium Beer / Draft Beer,11-Sep-02,1.8,3,2,4,2,7
1748,"rauchbier(4,560)",Sapporo Premium Beer / Draft Beer,09-Sep-02,2.4,5,2,5,3,9
1749,"madsberg(11,906)",Sapporo Premium Beer / Draft Beer,05-Sep-02,2,3,2,5,2,8
1750,daalamar(406),Sapporo Premium Beer / Draft Beer,28-Aug-02,0.9,2,1,2,1,3
1751,JessterCPA(130),Sapporo Premium Beer / Draft Beer,27-Aug-02,2.8,5,4,6,3,10
1752,stoutosaurus(157),Sapporo Premium Beer / Draft Beer,26-Aug-02,1.1,2,2,2,2,3
1753,carlitos99(184),Sapporo Premium Beer / Draft Beer,24-Aug-02,3.1,5,5,6,3,12
1754,Dragonblaze99(353),Sapporo Premium Beer / Draft Beer,21-Aug-02,2.6,5,3,5,3,10
1755,softale(188),Sapporo Premium Beer / Draft Beer,17-Aug-02,1.9,4,2,4,2,7
1756,"iwantalambic(1,478)",Sapporo Premium Beer / Draft Beer,14-Aug-02,2.7,4,2,6,2,13
1757,beerslayer(753),Sapporo Premium Beer / Draft Beer,04-Aug-02,2.5,4,3,5,3,10
1758,"MartinT(10,698)",Sapporo Premium Beer / Draft Beer,03-Nov-12,3.1,6,4,5,4,12
1759,nicbristol99(44),Sapporo Premium Beer / Draft Beer,02-Aug-02,2.6,5,3,5,2,11
1760,"Vac(2,445)",Sapporo Premium Beer / Draft Beer,01-Aug-02,2.2,3,3,5,4,7
1761,"jaymobrown(1,845)",Sapporo Premium Beer / Draft Beer,31-Jul-02,2.1,5,1,4,2,9
1762,jpknight22(171),Sapporo Premium Beer / Draft Beer,30-Jul-02,3.2,8,4,6,3,11
1763,"obxdude10(2,511)",Sapporo Premium Beer / Draft Beer,28-Jul-02,0.8,2,1,2,1,2
1764,akinm(282),Sapporo Premium Beer / Draft Beer,28-Jul-02,1.6,3,2,3,2,6
1765,VENOM(941),Sapporo Premium Beer / Draft Beer,26-Jul-02,1.5,3,2,3,2,5
1766,DrunkAsASkunk(847),Sapporo Premium Beer / Draft Beer,26-Jul-02,1.5,3,2,2,2,6
1767,blank(996),Sapporo Premium Beer / Draft Beer,26-Jul-02,2.1,4,2,5,3,7
1768,"eczematic(1,332)",Sapporo Premium Beer / Draft Beer,25-Jul-02,1.6,2,2,4,3,5
1769,WastedYouthBrew(143),Sapporo Premium Beer / Draft Beer,23-Jul-02,2.2,2,5,4,1,10
1770,ToadMan(559),Sapporo Premium Beer / Draft Beer,21-Jul-02,1.4,2,1,3,2,6
1771,k2(146),Sapporo Premium Beer / Draft Beer,20-Jul-02,2.6,4,5,5,2,10
1772,crdic(105),Sapporo Premium Beer / Draft Beer,19-Jul-02,1.8,3,3,4,2,6
1773,Wakie(612),Sapporo Premium Beer / Draft Beer,19-Jul-02,1.3,3,2,2,1,5
1774,uglybastard(101),Sapporo Premium Beer / Draft Beer,13-Jul-02,1.9,3,2,3,2,9
1775,HarmonKill-a-Brew(407),Sapporo Premium Beer / Draft Beer,13-Jul-02,2.1,3,2,4,3,9
1776,loweredsixth(946),Sapporo Premium Beer / Draft Beer,13-Jul-02,2.3,3,3,5,2,10
1777,beerlovinman99(124),Sapporo Premium Beer / Draft Beer,10-Jul-02,2.4,3,3,5,3,10
1778,HighGravity(926),Sapporo Premium Beer / Draft Beer,24-Sep-04,1.6,3,3,3,3,4
1779,SirHopsAlot(44),Sapporo Premium Beer / Draft Beer,03-Jul-02,2.6,4,4,5,4,9
1780,Wizzard99(32),Sapporo Premium Beer / Draft Beer,28-Jun-02,3.7,7,3,8,3,16
1781,Brian(145),Sapporo Premium Beer / Draft Beer,27-Jun-02,2.2,4,2,4,2,10
1782,Linc(740),Sapporo Premium Beer / Draft Beer,26-Jun-02,2.3,6,2,4,2,9
1783,"pilsnerrogge(3,724)",Sapporo Premium Beer / Draft Beer,25-Jun-02,2.2,4,2,5,2,9
1784,CQC(224),Sapporo Premium Beer / Draft Beer,21-Jun-02,2.3,5,2,4,2,10
1785,dankfor20(196),Sapporo Premium Beer / Draft Beer,20-Jun-02,2.4,4,2,4,4,10
1786,"kmeves(1,098)",Sapporo Premium Beer / Draft Beer,10-Jun-02,2,4,3,4,2,7
1787,Bolt(117),Sapporo Premium Beer / Draft Beer,05-Jun-02,3,5,4,5,3,13
1788,Nagash(207),Sapporo Premium Beer / Draft Beer,05-Jun-02,2.1,5,5,3,2,6
1789,bigal9699(152),Sapporo Premium Beer / Draft Beer,04-Jun-02,1.9,4,2,4,2,7
1790,"austinpowers(2,835)",Sapporo Premium Beer / Draft Beer,02-Jun-02,2.2,4,3,3,3,9
1791,"Prostman(1,077)",Sapporo Premium Beer / Draft Beer,30-May-02,2.7,5,4,5,3,10
1792,DEbeer(192),Sapporo Premium Beer / Draft Beer,27-May-02,3.5,5,3,7,5,15
1793,"Mads Langtved(2,240)",Sapporo Premium Beer / Draft Beer,24-May-02,1.8,4,3,4,3,4
1794,ucsbdude(68),Sapporo Premium Beer / Draft Beer,21-May-02,2.2,5,3,5,2,7
1795,"argo0(14,126)",Sapporo Premium Beer / Draft Beer,17-May-02,2.1,6,2,3,2,8
1796,"Dogbrick(17,760)",Sapporo Premium Beer / Draft Beer,15-May-02,1.6,5,1,2,2,6
1797,bluemeow76(693),Sapporo Premium Beer / Draft Beer,15-May-02,1.9,5,2,4,1,7
1798,labattblueleaf(225),Sapporo Premium Beer / Draft Beer,12-May-02,4.6,9,5,9,5,18
1799,MarshallMac(143),Sapporo Premium Beer / Draft Beer,06-May-02,3.6,5,3,7,3,18
1800,jayme9874(756),Sapporo Premium Beer / Draft Beer,29-Apr-02,2.5,7,3,4,2,9
1801,"DougShoemaker(3,146)",Sapporo Premium Beer / Draft Beer,28-Apr-02,2.9,5,3,5,3,13
1802,"Schroppfy(2,362)",Sapporo Premium Beer / Draft Beer,28-Apr-02,2.3,5,3,4,3,8
1803,DavefromChicago(201),Sapporo Premium Beer / Draft Beer,28-Apr-02,1.9,3,2,4,2,8
1804,chug18799(36),Sapporo Premium Beer / Draft Beer,10-Apr-02,1.9,3,2,4,3,7
1805,Steak(124),Sapporo Premium Beer / Draft Beer,06-Apr-02,2,7,3,3,1,6
1806,"BeerLimey(2,277)",Sapporo Premium Beer / Draft Beer,03-Apr-02,3,5,3,7,3,12
1807,zborgerd(187),Sapporo Premium Beer / Draft Beer,02-Apr-02,2.6,4,3,5,3,11
1808,"IslandHaole(1,302)",Sapporo Premium Beer / Draft Beer,20-Nov-04,2.6,4,2,5,3,12
1809,Z28Jersey99(13),Sapporo Premium Beer / Draft Beer,26-Mar-02,3,5,2,5,3,15
1810,TheDude(20),Sapporo Premium Beer / Draft Beer,20-Mar-02,2.7,4,3,5,3,12
1811,Skred(107),Sapporo Premium Beer / Draft Beer,15-Mar-02,1.2,2,2,2,2,4
1812,"estoppel(1,028)",Sapporo Premium Beer / Draft Beer,08-Nov-03,0.9,1,2,1,2,3
1813,OldJack99(114),Sapporo Premium Beer / Draft Beer,13-Mar-02,3.1,5,4,6,3,13
1814,"NJBeerman013(1,054)",Sapporo Premium Beer / Draft Beer,12-Mar-02,2.8,6,2,4,3,13
1815,RedTickBeer(39),Sapporo Premium Beer / Draft Beer,11-Mar-02,2.5,4,3,5,2,11
1816,Skrip99(82),Sapporo Premium Beer / Draft Beer,08-Mar-02,2.2,4,3,5,2,8
1817,"Davhgbrew(1,071)",Sapporo Premium Beer / Draft Beer,06-Mar-02,2.1,3,2,4,1,11
1818,Aggie80(895),Sapporo Premium Beer / Draft Beer,02-Mar-02,3.4,6,4,6,3,15
1819,Cutlass(51),Sapporo Premium Beer / Draft Beer,02-Mar-02,3.3,6,3,7,3,14
1820,tomppa444(46),Sapporo Premium Beer / Draft Beer,28-Feb-02,1.7,5,3,2,2,5
1821,GreatSatanUSA(107),Sapporo Premium Beer / Draft Beer,26-Feb-02,2.2,4,3,4,3,8
1822,MikeF(538),Sapporo Premium Beer / Draft Beer,23-Feb-02,3,5,3,5,4,13
1823,adsti3(29),Sapporo Premium Beer / Draft Beer,16-Feb-02,2.7,4,2,6,3,12
1824,"Volgon(2,761)",Sapporo Premium Beer / Draft Beer,31-Aug-06,1.4,2,2,3,2,5
1825,LuckeyHaskins99(180),Sapporo Premium Beer / Draft Beer,09-Feb-02,2.5,3,3,4,3,12
1826,"Ernest(8,890)",Sapporo Premium Beer / Draft Beer,03-Aug-07,2.4,5,2,5,2,10
1827,LuckySmarms99(80),Sapporo Premium Beer / Draft Beer,06-Feb-02,2.5,6,1,6,3,9
1828,BuzzBeer99(80),Sapporo Premium Beer / Draft Beer,06-Feb-02,1.5,3,3,3,2,4
1829,SpecialBrew99(57),Sapporo Premium Beer / Draft Beer,06-Feb-02,3.4,5,3,8,3,15
1830,jmusial99(27),Sapporo Premium Beer / Draft Beer,03-Feb-02,2.2,4,3,5,4,6
1831,"MrRomero(1,976)",Sapporo Premium Beer / Draft Beer,03-Feb-02,2.8,5,3,5,3,12
1832,darkvibe(68),Sapporo Premium Beer / Draft Beer,02-Feb-02,3.8,7,5,7,4,15
1833,"Gusler(2,653)",Sapporo Premium Beer / Draft Beer,01-Feb-02,2.8,5,3,5,3,12
1834,"heykevin(1,281)",Sapporo Premium Beer / Draft Beer,01-Feb-02,3.4,7,3,7,3,14
1835,"Aurelius(6,610)",Sapporo Premium Beer / Draft Beer,25-Jan-02,2.9,4,4,6,4,11
1836,Gooner(136),Sapporo Premium Beer / Draft Beer,24-Jan-02,2.2,4,3,5,2,8
1837,"MilkmanDan(1,942)",Sapporo Premium Beer / Draft Beer,22-Jan-02,1.8,2,2,3,2,9
1838,cathcacr(652),Sapporo Premium Beer / Draft Beer,20-Jan-02,1.6,2,3,4,1,6
1839,"Radek Kliber(7,942)",Sapporo Premium Beer / Draft Beer,15-Feb-04,2.1,4,3,4,2,8
1840,Puss Gutt99(206),Sapporo Premium Beer / Draft Beer,02-Jan-02,2.3,3,2,5,2,11
1841,"Bov(14,984)",Sapporo Premium Beer / Draft Beer,18-Dec-01,1.6,3,3,3,2,5
1842,lizziesage(180),Sapporo Premium Beer / Draft Beer,14-Dec-01,3.2,5,4,6,3,14
1843,LeoR(57),Sapporo Premium Beer / Draft Beer,13-Dec-01,2.8,6,2,6,3,11
1844,MOboy(510),Sapporo Premium Beer / Draft Beer,12-Dec-01,2.3,4,2,4,2,11
1845,40oz(181),Sapporo Premium Beer / Draft Beer,12-Dec-01,2,3,3,4,2,8
1846,Confraria da Cerveja99(8),Sapporo Premium Beer / Draft Beer,28-Nov-01,2.9,6,5,4,4,10
1847,prpplague(247),Sapporo Premium Beer / Draft Beer,26-Nov-01,3,6,3,7,3,11
1848,"Andrew196(2,408)",Sapporo Premium Beer / Draft Beer,14-Nov-01,2.1,5,1,5,2,8
1849,theslick199(26),Sapporo Premium Beer / Draft Beer,13-Nov-01,2.9,6,3,5,3,12
1850,stosh99(23),Sapporo Premium Beer / Draft Beer,08-Nov-01,3.4,6,3,6,3,16
1851,"legion242(2,345)",Sapporo Premium Beer / Draft Beer,27-Oct-01,1.6,4,2,3,2,5
1852,K-V-F-L(291),Sapporo Premium Beer / Draft Beer,11-Oct-01,1.3,2,3,3,2,3
1853,"jbrus(4,987)",Sapporo Premium Beer / Draft Beer,09-Oct-01,2.6,5,3,6,2,10
1854,zool(41),Sapporo Premium Beer / Draft Beer,06-Oct-01,1.5,2,5,2,2,4
1855,bipolar1(268),Sapporo Premium Beer / Draft Beer,04-Oct-01,1.2,2,1,2,2,5
1856,hennes(934),Sapporo Premium Beer / Draft Beer,03-Oct-01,2,4,2,5,2,7
1857,"motelpogo(7,698)",Sapporo Premium Beer / Draft Beer,03-Oct-01,1.4,2,3,2,1,6
1858,"muzzlehatch(4,975)",Sapporo Premium Beer / Draft Beer,03-Oct-01,2.8,6,2,6,3,11
1859,kingstratego(82),Sapporo Premium Beer / Draft Beer,01-Oct-01,2.2,3,3,6,2,8
1860,Kodos(205),Sapporo Premium Beer / Draft Beer,26-Sep-01,2,2,4,2,2,10
1861,toad99(15),Sapporo Premium Beer / Draft Beer,23-Sep-01,3.2,7,4,8,4,9
1862,dins(266),Sapporo Premium Beer / Draft Beer,21-Sep-01,3,7,3,7,3,10
1863,"beerledgend(1,193)",Sapporo Premium Beer / Draft Beer,19-Sep-01,3.5,8,3,6,3,15
1864,michaelm18(118),Sapporo Premium Beer / Draft Beer,17-Sep-01,2.7,5,2,6,3,11
1865,THE BEER BARON(275),Sapporo Premium Beer / Draft Beer,08-Sep-01,2.4,5,2,5,2,10
1866,The Friar99(223),Sapporo Premium Beer / Draft Beer,08-Sep-01,2.7,6,2,6,2,11
1867,ravidesai(985),Sapporo Premium Beer / Draft Beer,06-Sep-01,1.7,2,1,2,3,9
1868,"21iceman40(1,735)",Sapporo Premium Beer / Draft Beer,31-Aug-01,3.8,6,4,7,4,17
1869,canary dog(831),Sapporo Premium Beer / Draft Beer,28-Aug-01,3.2,6,4,6,3,13
1870,Shadallion(534),Sapporo Premium Beer / Draft Beer,12-Aug-01,1.2,3,2,2,2,3
1871,booyaatribe(453),Sapporo Premium Beer / Draft Beer,07-Aug-01,1.1,2,2,2,1,4
1872,"daboskabouter(1,469)",Sapporo Premium Beer / Draft Beer,03-Aug-01,2.5,5,2,6,2,10
1873,jpm8920(153),Sapporo Premium Beer / Draft Beer,01-Aug-01,3.1,6,3,7,3,12
1874,d0qtrx99(1),Sapporo Premium Beer / Draft Beer,20-Jul-01,3.5,5,4,7,4,15
1875,Delbomber(387),Sapporo Premium Beer / Draft Beer,10-Jul-01,3.4,6,3,7,4,14
1876,fishman(350),Sapporo Premium Beer / Draft Beer,01-Jul-01,2.9,5,3,6,2,13
1877,"joet(2,898)",Sapporo Premium Beer / Draft Beer,10-Jun-01,2.6,3,4,6,3,10
1878,JoeKnox(100),Sapporo Premium Beer / Draft Beer,18-May-01,2.4,4,3,5,3,9
1879,Albert(40),Sapporo Premium Beer / Draft Beer,09-May-01,2,3,3,3,2,9
1880,Saad(104),Sapporo Premium Beer / Draft Beer,06-May-01,3.1,6,3,6,3,13
1881,Jake Barnes(457),Sapporo Premium Beer / Draft Beer,19-Apr-01,2.6,4,3,5,3,11
1882,bigbobbycrang99(9),Sapporo Premium Beer / Draft Beer,11-Apr-01,0.9,1,4,1,1,2
1883,kenk99(168),Sapporo Premium Beer / Draft Beer,04-Apr-01,3.3,6,3,6,3,15
1884,Sammys(427),Sapporo Premium Beer / Draft Beer,11-Mar-01,2.2,5,2,4,3,8
1885,Shazbat(100),Sapporo Premium Beer / Draft Beer,06-Feb-01,1.9,2,3,5,2,7
1886,"Kaya161(1,142)",Sapporo Premium Beer / Draft Beer,05-Jan-01,1.3,3,2,3,1,4
1887,opiate(199),Sapporo Premium Beer / Draft Beer,16-Dec-00,3.5,6,4,7,3,15
1888,beerman991979(136),Sapporo Premium Beer / Draft Beer,08-Aug-00,0.9,2,1,2,1,3
1889,billb(245),Sapporo Premium Beer / Draft Beer,25-Jun-00,4.2,7,5,8,5,17
1890,turtlehead(111),Sapporo Premium Beer / Draft Beer,19-Jun-00,1.6,3,3,2,2,6
1891,sallyclub99(54),Sapporo Premium Beer / Draft Beer,11-Jun-00,3.2,6,4,7,3,12
1892,Jimmylib(169),Sapporo Premium Beer / Draft Beer,10-Jun-00,0.7,1,1,1,1,3
0,watz(111),Kirin Ichiban,14-Jun-21,3,7,5,5,3,10
1,"Cristobal37(2,217)",Kirin Ichiban,03-Jun-21,1.5,2,5,2,1,5
2,Speko(978),Kirin Ichiban,15-May-21,3.2,6,3,6,3,14
3,NobleRater68(108),Kirin Ichiban,09-Apr-21,2.4,5,2,5,2,10
4,mikeyo1(997),Kirin Ichiban,07-Apr-21,2.3,6,3,6,2,6
5,BineChalice28(91),Kirin Ichiban,05-Apr-21,2.4,6,3,3,2,10
6,"bth122(2,060)",Kirin Ichiban,04-Apr-21,2.1,4,3,4,4,6
7,"Hrc_Cro(1,058)",Kirin Ichiban,03-Apr-21,3.1,6,4,6,3,12
8,"Syfher(1,062)",Kirin Ichiban,05-Mar-21,3,6,3,6,3,12
9,Andreamuhr(6),Kirin Ichiban,22-Feb-21,0.8,2,2,1,2,1
10,"Jerseyislandbeer(3,022)",Kirin Ichiban,21-Feb-21,2.7,5,3,5,3,11
11,"dunklermessias(1,543)",Kirin Ichiban,16-Feb-21,2.3,5,3,5,2,8
12,sccp1910(516),Kirin Ichiban,18-Jan-21,3.1,5,3,7,3,13
13,"MBlessing(3,929)",Kirin Ichiban,08-Nov-20,2.4,5,3,5,2,9
14,"DrNosha(6,192)",Kirin Ichiban,31-Oct-20,2.3,4,3,4,3,9
15,maer_3(2),Kirin Ichiban,16-Oct-20,2.8,6,3,5,2,12
16,"Gerbeer(5,630)",Kirin Ichiban,30-Sep-20,2.3,5,4,5,3,6
17,e1vinw(38),Kirin Ichiban,13-Sep-20,2,4,3,4,1,8
18,"BeardedAvenger(4,501)",Kirin Ichiban,06-Aug-20,2.4,4,3,5,2,10
19,BitterTamer20(412),Kirin Ichiban,10-Aug-20,2.1,5,2,4,2,8
20,"Pimot(1,284)",Kirin Ichiban,28-Jun-20,2.5,5,3,5,2,10
21,Luiz Felipe Figueiredo(46),Kirin Ichiban,28-Jun-20,2.4,3,3,5,2,11
22,Woc(166),Kirin Ichiban,23-May-20,2.9,6,4,5,2,12
23,"TomHendriksen(4,507)",Kirin Ichiban,28-Apr-20,3.1,6,3,6,3,13
24,"Inoven(2,371)",Kirin Ichiban,28-Apr-20,3.2,6,4,6,3,13
26,"borowik(1,132)",Kirin Ichiban,06-Mar-20,2.5,5,3,5,3,9
27,ResinousMaestro55(358),Kirin Ichiban,06-Jan-21,2.5,5,3,5,3,9
28,PlasticSoul(181),Kirin Ichiban,28-Feb-20,1.8,4,3,2,2,7
29,"FACambridge(1,025)",Kirin Ichiban,04-Feb-20,1.2,2,2,2,2,4
30,"vladeath(2,194)",Kirin Ichiban,28-Jan-20,2.9,6,3,6,3,11
31,"ophone(1,379)",Kirin Ichiban,23-Jan-20,1,3,3,1,1,2
32,RobPhilipson(175),Kirin Ichiban,13-Jan-20,4,8,4,8,4,16
33,"Beese(11,691)",Kirin Ichiban,09-Jan-20,2,4,2,4,2,8
34,"labeerinthum(5,300)",Kirin Ichiban,24-Dec-19,2.2,6,3,4,2,7
35,AnokaBrewer(603),Kirin Ichiban,20-Dec-19,3.6,7,4,7,4,14
37,javleon(106),Kirin Ichiban,15-Dec-19,2.1,3,3,4,1,10
38,aero2965(2),Kirin Ichiban,04-Dec-19,1.2,2,2,2,2,4
39,"ajnepple(12,690)",Kirin Ichiban,24-Nov-19,2.3,4,3,4,3,9
40,blariacum(790),Kirin Ichiban,24-Nov-19,2.6,4,3,6,2,11
41,pityu(911),Kirin Ichiban,20-Nov-19,1,2,1,2,1,4
42,balwanekfigo(681),Kirin Ichiban,10-Nov-19,3,6,5,5,2,12
43,"Idiosynkrasie(13,092)",Kirin Ichiban,15-Oct-19,2.1,4,3,4,2,8
44,BarleyRates40(1),Kirin Ichiban,28-Sep-19,4.8,9,5,10,4,20
46,wicketwarrick(156),Kirin Ichiban,08-Sep-19,2.6,5,3,5,3,10
47,tape7(264),Kirin Ichiban,05-Sep-19,2.4,4,4,4,3,9
48,"heman(2,843)",Kirin Ichiban,30-Aug-19,2.4,4,3,5,3,9
49,rapharah(21),Kirin Ichiban,22-Aug-19,3.2,6,3,6,3,14
50,Salmaneser(351),Kirin Ichiban,18-Aug-19,2.7,6,3,6,2,10
51,"BeerVegard(1,124)",Kirin Ichiban,01-Aug-19,2,5,3,2,3,7
52,MeadTickers36(185),Kirin Ichiban,26-Oct-20,2.8,5,3,5,3,12
53,Gorgosh(693),Kirin Ichiban,19-Jul-19,2.5,4,2,6,3,10
54,"Tasche39(1,076)",Kirin Ichiban,30-Jun-19,1.6,3,2,3,2,6
55,"dimeon(1,602)",Kirin Ichiban,24-Jun-19,2.6,5,3,5,3,10
56,PubRespek15(360),Kirin Ichiban,23-Jun-19,2.1,3,2,4,2,10
57,"bubblehouse(1,916)",Kirin Ichiban,19-Jun-19,2.1,4,2,4,2,9
59,"AssKicker(2,470)",Kirin Ichiban,17-Jun-19,2.6,5,3,5,3,10
60,greks(420),Kirin Ichiban,10-Jun-19,2.6,4,3,5,2,12
62,ruramikael(271),Kirin Ichiban,08-May-19,2.9,6,3,6,3,11
63,"VDuquerroux(4,006)",Kirin Ichiban,07-May-19,2.9,5,4,6,3,11
64,"bpar73(1,544)",Kirin Ichiban,03-May-19,3.5,7,4,7,4,13
