,아이디,맥주이름,날짜,평점,Aroma,Appearance,Flavor,Mouthfeel,Overall
324,AaronTDubs(499),Kozel Černý (Dark) 10°,04-May-16,3.1,6,3,6,3,13
332,"MikeBeermaster(1,762)",Kozel Černý (Dark) 10°,30-Mar-16,2.2,6,2,6,2,6
333,Woc(166),Kozel Černý (Dark) 10°,28-Mar-16,2.7,8,4,3,2,10
335,"Towey1989(5,546)",Kozel Černý (Dark) 10°,21-Mar-16,2.9,6,4,6,3,10
338,"Gurthnar(9,389)",Kozel Černý (Dark) 10°,07-Mar-16,2.9,6,4,5,3,11
340,"midovark(3,649)",Kozel Černý (Dark) 10°,19-Feb-16,3.0,7,3,6,3,11
341,hvn(531),Kozel Černý (Dark) 10°,19-Feb-16,2.2,6,2,5,2,7
352,"Manslow(2,540)",Kozel Černý (Dark) 10°,26-Dec-15,2.1,5,2,5,2,7
353,wolfcarnival(288),Kozel Černý (Dark) 10°,22-Dec-15,3.4,6,3,6,3,16
356,gorkogrlo(393),Kozel Černý (Dark) 10°,02-Dec-15,3.1,7,3,6,3,12
359,"kacyper(2,754)",Kozel Černý (Dark) 10°,23-Nov-15,2.9,6,4,6,3,10
362,darioklc(934),Kozel Černý (Dark) 10°,13-Nov-15,3.0,7,3,6,3,11
363,"rotaman14(1,785)",Kozel Černý (Dark) 10°,25-Oct-15,3.2,6,3,7,3,13
367,"szymonskc(1,647)",Kozel Černý (Dark) 10°,29-Sep-15,2.2,5,3,5,3,6
368,"Martinus(5,017)",Kozel Černý (Dark) 10°,28-Sep-15,3.0,6,3,6,3,12
369,"sdmmb(1,862)",Kozel Černý (Dark) 10°,26-Sep-15,3.1,6,3,5,4,13
371,"TorbenJensen(1,822)",Kozel Černý (Dark) 10°,22-Sep-15,2.8,4,3,4,3,14
375,"Luvystypotables(2,607)",Kozel Černý (Dark) 10°,17-Sep-15,3.0,6,4,6,2,12
377,"andrepintado(4,000)",Kozel Černý (Dark) 10°,08-Sep-15,2.0,4,2,5,2,7
383,"rouhlas(5,534)",Kozel Černý (Dark) 10°,17-Aug-15,2.6,6,3,5,2,10
386,"pete4999(1,445)",Kozel Černý (Dark) 10°,08-Aug-15,3.6,8,3,8,4,13
387,"s_hartshorne(2,934)",Kozel Černý (Dark) 10°,08-Aug-15,3.0,6,3,6,3,12
388,"cervmagpt(1,590)",Kozel Černý (Dark) 10°,04-Aug-15,2.4,5,3,4,2,10
389,"Gangstergafje(2,562)",Kozel Černý (Dark) 10°,02-Aug-15,3.2,7,4,6,2,13
391,"jamaty(2,549)",Kozel Černý (Dark) 10°,29-Jul-15,2.7,6,3,6,2,10
393,Vincent68(683),Kozel Černý (Dark) 10°,21-Jul-15,2.6,5,3,5,3,10
396,"Cthulhu(1,102)",Kozel Černý (Dark) 10°,12-Jul-15,3.0,5,3,6,4,12
397,lokis333(942),Kozel Černý (Dark) 10°,20-Jul-15,2.8,6,4,6,2,10
402,Panzerfaust(902),Kozel Černý (Dark) 10°,29-Jun-15,3.9,7,4,8,5,15
403,Achel(487),Kozel Černý (Dark) 10°,29-Jun-15,2.6,5,2,5,3,11
404,"funcut(1,219)",Kozel Černý (Dark) 10°,29-Jun-15,1.7,3,3,3,3,5
406,"Michcio(1,833)",Kozel Černý (Dark) 10°,23-Jun-15,2.7,4,4,5,3,11
410,Lebo88(221),Kozel Černý (Dark) 10°,11-Jun-15,1.4,3,2,3,2,4
411,"jcwattsrugger(13,295)",Kozel Černý (Dark) 10°,07-Jun-15,3.2,7,4,6,3,12
413,"Piw(2,051)",Kozel Černý (Dark) 10°,05-Jun-15,3.4,7,3,7,3,14
415,"remALUS(1,145)",Kozel Černý (Dark) 10°,22-May-15,3.4,7,4,7,4,12
418,DavidAust(288),Kozel Černý (Dark) 10°,12-May-15,3.7,6,4,8,4,15
419,einherjar(739),Kozel Černý (Dark) 10°,20-May-15,3.8,8,4,7,3,16
427,16erBlech(561),Kozel Černý (Dark) 10°,16-Apr-15,4.0,8,4,8,4,16
428,"klm1(2,685)",Kozel Černý (Dark) 10°,14-Apr-15,2.0,3,3,2,2,10
429,EAGLE82(235),Kozel Černý (Dark) 10°,13-Apr-15,4.1,8,4,8,4,17
434,"nihtila(5,179)",Kozel Černý (Dark) 10°,26-Mar-15,3.2,6,4,6,3,13
435,"rami_pl(11,431)",Kozel Černý (Dark) 10°,23-Feb-17,1.5,2,3,2,3,5
436,"mariuszek(1,962)",Kozel Černý (Dark) 10°,23-Mar-15,2.9,6,3,5,3,12
437,"rayaron(5,098)",Kozel Černý (Dark) 10°,20-Mar-15,2.7,6,3,5,2,11
440,InPivoVeritas(404),Kozel Černý (Dark) 10°,13-Mar-15,2.9,5,4,5,4,11
443,"AdamChandler(5,896)",Kozel Černý (Dark) 10°,05-Mar-15,2.8,6,3,4,4,11
444,"martjoobolut(9,739)",Kozel Černý (Dark) 10°,01-Mar-15,2.8,5,5,5,3,10
445,"PiwnyMarek(1,360)",Kozel Černý (Dark) 10°,28-Feb-15,3.2,6,3,7,2,14
451,"rozsoma(2,359)",Kozel Černý (Dark) 10°,02-Feb-15,3.9,6,5,9,3,16
453,"Florya(2,027)",Kozel Černý (Dark) 10°,21-Jan-15,3.1,4,4,6,3,14
454,Teran(434),Kozel Černý (Dark) 10°,19-Sep-15,2.2,5,2,5,1,9
460,"blipp(12,667)",Kozel Černý (Dark) 10°,28-Dec-14,3.1,6,3,6,3,13
462,"FireGlider(1,270)",Kozel Černý (Dark) 10°,05-Jul-15,1.5,2,3,3,1,6
464,"corkyrory66(5,023)",Kozel Černý (Dark) 10°,18-Dec-14,1.6,3,2,3,3,5
465,"Beerhammaren(1,851)",Kozel Černý (Dark) 10°,16-Dec-14,3.1,6,4,6,3,12
466,swapp(602),Kozel Černý (Dark) 10°,14-Dec-14,3.3,5,3,7,4,14
469,panzerwolf(353),Kozel Černý (Dark) 10°,28-Nov-14,2.5,5,3,5,3,9
476,massingasetta(967),Kozel Černý (Dark) 10°,03-Nov-14,3.2,6,3,7,3,13
477,"vanvenlo(2,421)",Kozel Černý (Dark) 10°,24-Oct-14,2.6,5,3,5,3,10
480,"Beersiveknown(5,380)",Kozel Černý (Dark) 10°,13-Oct-14,2.7,5,4,5,3,10
484,"kryon(4,719)",Kozel Černý (Dark) 10°,03-Oct-14,3.3,6,4,7,3,13
485,"Beerenberger(1,604)",Kozel Černý (Dark) 10°,01-Oct-14,3.6,8,5,8,5,10
486,"Calisky(4,495)",Kozel Černý (Dark) 10°,30-Sep-14,3.2,7,4,6,3,12
487,"evannell(3,031)",Kozel Černý (Dark) 10°,25-Sep-14,3.3,6,4,7,4,12
488,andriesradu(689),Kozel Černý (Dark) 10°,13-Sep-14,2.9,5,3,7,3,11
489,g_georgiou(648),Kozel Černý (Dark) 10°,08-Sep-14,3.3,5,4,5,4,15
490,azzie(822),Kozel Černý (Dark) 10°,29-Aug-14,2.9,6,3,6,2,12
493,alex_alkis(419),Kozel Černý (Dark) 10°,18-Aug-14,3.0,6,4,6,3,11
494,"markoijelena(4,419)",Kozel Černý (Dark) 10°,17-Aug-14,3.2,6,3,6,3,14
497,Krigla(186),Kozel Černý (Dark) 10°,06-Aug-14,2.9,5,3,6,3,12
498,"r464(2,764)",Kozel Černý (Dark) 10°,05-Aug-14,3.1,6,4,6,4,11
499,"Silvan7(1,385)",Kozel Černý (Dark) 10°,01-Aug-14,3.1,6,3,7,3,12
500,smmaaren(588),Kozel Černý (Dark) 10°,31-Jul-14,3.1,6,3,6,3,13
501,"MrTipple(13,257)",Kozel Černý (Dark) 10°,27-Jul-14,2.9,5,3,6,2,13
505,"charule(2,306)",Kozel Černý (Dark) 10°,12-Jul-14,3.5,7,3,7,4,14
506,"bobroman(1,511)",Kozel Černý (Dark) 10°,01-Jul-14,3.0,7,3,5,3,12
507,"yy0pp(1,664)",Kozel Černý (Dark) 10°,26-Jun-14,2.8,5,3,5,3,12
509,"miquelcrush(2,052)",Kozel Černý (Dark) 10°,18-Jun-14,3.1,6,3,6,3,13
510,"Lore(4,697)",Kozel Černý (Dark) 10°,13-Jun-14,3.9,8,5,7,3,16
513,"stravale(3,335)",Kozel Černý (Dark) 10°,31-May-14,3.1,6,4,6,3,12
516,"angel77(5,952)",Kozel Černý (Dark) 10°,22-May-14,3.4,6,3,7,3,15
522,aronvarga(441),Kozel Černý (Dark) 10°,26-Apr-14,3.2,6,3,6,4,13
525,"VastActiv(12,064)",Kozel Černý (Dark) 10°,29-Mar-14,2.7,6,3,6,3,9
526,"jmgreenuk(14,804)",Kozel Černý (Dark) 10°,24-Mar-14,3.0,6,3,6,3,12
527,"veceo(1,361)",Kozel Černý (Dark) 10°,16-Aug-15,2.8,6,3,6,2,11
528,TyggaBrown(430),Kozel Černý (Dark) 10°,23-Mar-14,1.9,2,2,4,3,8
529,"gopherfan99(2,001)",Kozel Černý (Dark) 10°,15-Mar-14,3.5,6,4,7,3,15
532,"Peter_L(1,657)",Kozel Černý (Dark) 10°,09-Mar-14,3.2,5,4,6,3,14
533,"Sissio(2,126)",Kozel Černý (Dark) 10°,08-Mar-14,3.7,7,4,8,4,14
534,"Leini(2,075)",Kozel Černý (Dark) 10°,07-Mar-14,2.2,6,2,5,2,7
536,Wischylini(424),Kozel Černý (Dark) 10°,02-Mar-14,1.0,2,3,2,1,2
541,Lukardo(127),Kozel Černý (Dark) 10°,04-Feb-14,4.0,8,4,8,4,16
545,Zarkam(539),Kozel Černý (Dark) 10°,01-Feb-14,2.8,6,4,4,3,11
546,"Iznogud(9,342)",Kozel Černý (Dark) 10°,26-Jan-14,2.6,5,2,6,2,11
547,"nilsas(7,000)",Kozel Černý (Dark) 10°,22-Jan-14,3.3,5,4,7,4,13
549,"KeefOz(3,203)",Kozel Černý (Dark) 10°,19-Jan-14,2.9,7,3,7,3,9
552,"Nevalainen(1,241)",Kozel Černý (Dark) 10°,21-Dec-13,3.0,5,4,6,3,12
554,"GIJOE(1,269)",Kozel Černý (Dark) 10°,11-Dec-13,3.2,6,3,7,3,13
559,"kerenmk(6,889)",Kozel Černý (Dark) 10°,06-Dec-13,3.1,6,3,7,3,12
560,AlexGR(167),Kozel Černý (Dark) 10°,04-Dec-13,2.7,5,3,5,3,11
563,"StilleStorm(1,684)",Kozel Černý (Dark) 10°,30-Nov-13,2.9,5,4,5,3,12
564,"dnicolaescu(3,909)",Kozel Černý (Dark) 10°,10-Nov-13,2.7,6,3,5,2,11
569,"rok1024(1,416)",Kozel Černý (Dark) 10°,16-Oct-13,3.1,6,4,6,2,13
570,"sinfull(2,661)",Kozel Černý (Dark) 10°,16-Oct-13,3.4,6,4,6,4,14
571,Marcius(518),Kozel Černý (Dark) 10°,12-Oct-13,2.8,4,3,6,3,12
572,"vipinvelp(6,094)",Kozel Černý (Dark) 10°,10-Oct-13,3.0,8,3,5,2,12
573,"msbernac(4,149)",Kozel Černý (Dark) 10°,05-Oct-13,3.5,7,3,7,3,15
575,"Capa(4,051)",Kozel Černý (Dark) 10°,04-Oct-13,3.1,6,3,6,3,13
576,"Rob_D_UK(1,366)",Kozel Černý (Dark) 10°,15-Sep-13,3.1,6,4,6,3,12
589,"Gorm(1,897)",Kozel Černý (Dark) 10°,30-Jul-13,3.4,7,4,7,3,13
590,"Christos(6,100)",Kozel Černý (Dark) 10°,26-Jul-13,3.2,6,3,6,3,14
591,Kurtos(325),Kozel Černý (Dark) 10°,26-Jul-13,2.9,4,4,5,4,12
593,"tampierre(1,486)",Kozel Černý (Dark) 10°,13-Jul-13,3.0,7,3,6,2,12
594,"BOSSbrewer(2,705)",Kozel Černý (Dark) 10°,05-Jul-13,2.6,5,3,6,2,10
595,Aaron68(608),Kozel Černý (Dark) 10°,04-Jul-13,2.6,5,3,5,3,10
596,HoppyBudgie(940),Kozel Černý (Dark) 10°,02-Jul-13,3.1,6,3,5,3,14
597,"Andy_(1,156)",Kozel Černý (Dark) 10°,05-Feb-15,2.8,6,4,6,2,10
598,"Sebilinz(4,290)",Kozel Černý (Dark) 10°,15-Jun-13,3.3,6,4,7,4,12
599,"Japalo(1,887)",Kozel Černý (Dark) 10°,08-Jun-13,2.4,3,5,4,1,11
600,"RexTalionis(4,194)",Kozel Černý (Dark) 10°,01-Jun-13,3.1,7,3,6,2,13
601,"rand(2,760)",Kozel Černý (Dark) 10°,26-May-13,3.1,6,3,6,3,13
605,"nazzty(1,531)",Kozel Černý (Dark) 10°,20-Apr-13,3.5,7,3,7,4,14
611,Armadill0(362),Kozel Černý (Dark) 10°,23-Mar-13,3.1,6,4,7,2,12
614,"jaghana(7,418)",Kozel Černý (Dark) 10°,08-Mar-13,3.2,7,3,6,2,14
615,"artyom(1,557)",Kozel Černý (Dark) 10°,06-Mar-13,4.4,9,4,9,5,17
616,"ElDesmadre(6,596)",Kozel Černý (Dark) 10°,25-Feb-13,2.8,6,3,5,3,11
618,"peponi(2,409)",Kozel Černý (Dark) 10°,15-Feb-13,3.3,6,4,6,4,13
619,"Bamsen78(7,280)",Kozel Černý (Dark) 10°,11-Feb-13,3.1,6,4,6,3,12
621,"Bif(2,903)",Kozel Černý (Dark) 10°,19-Jan-13,3.0,7,4,5,3,11
622,"MichaelAwesome(7,163)",Kozel Černý (Dark) 10°,13-Jan-13,3.1,7,2,6,3,13
623,"McTapps(8,068)",Kozel Černý (Dark) 10°,13-Jan-13,2.6,5,3,6,2,10
627,JEK69(397),Kozel Černý (Dark) 10°,18-Dec-12,2.6,4,3,6,2,11
629,"Shaney(2,421)",Kozel Černý (Dark) 10°,16-Dec-12,3.9,8,4,8,4,15
631,"luttonm(7,593)",Kozel Černý (Dark) 10°,05-Dec-12,3.0,6,3,7,3,11
634,"GT(10,002)",Kozel Černý (Dark) 10°,12-Nov-12,1.8,3,4,3,2,6
635,"mauritsio(1,067)",Kozel Černý (Dark) 10°,08-Nov-12,3.0,6,3,6,3,12
638,"k0mpsa(3,785)",Kozel Černý (Dark) 10°,03-Nov-12,3.1,4,5,6,4,12
639,"Travlr(30,303)",Kozel Černý (Dark) 10°,30-Oct-12,2.0,5,3,4,2,6
641,"Vells(2,359)",Kozel Černý (Dark) 10°,30-Oct-12,2.8,5,3,6,2,12
644,Argonian(280),Kozel Černý (Dark) 10°,22-Sep-12,1.8,3,3,3,2,7
645,"sic1314(4,770)",Kozel Černý (Dark) 10°,17-Sep-12,3.4,6,4,7,4,13
646,"dinkle50(1,660)",Kozel Černý (Dark) 10°,08-Sep-12,3.5,6,4,8,3,14
648,"erickok(6,033)",Kozel Černý (Dark) 10°,02-Sep-12,2.8,6,3,5,3,11
649,"The_Bish(1,118)",Kozel Černý (Dark) 10°,23-Aug-12,3.0,6,5,5,3,11
651,"suurjuust(4,492)",Kozel Černý (Dark) 10°,17-Aug-12,2.6,4,3,5,3,11
656,tanstil(141),Kozel Černý (Dark) 10°,04-Aug-12,3.9,7,4,8,4,16
659,"HopfenWeisse(1,560)",Kozel Černý (Dark) 10°,14-Jul-12,2.9,6,3,7,3,10
660,"NordicV(4,005)",Kozel Černý (Dark) 10°,09-Jul-12,3.2,6,4,6,4,12
661,"Marduk(14,656)",Kozel Černý (Dark) 10°,07-Jul-12,3.2,6,3,7,3,13
663,"Arve_Christian(5,277)",Kozel Černý (Dark) 10°,15-Jun-12,2.8,5,5,4,2,12
664,"Kevnic2008(13,715)",Kozel Černý (Dark) 10°,14-Jun-12,3.0,6,3,6,3,12
667,"Caytinator(1,005)",Kozel Černý (Dark) 10°,19-May-12,4.0,7,4,8,4,17
676,"anders37(31,004)",Kozel Černý (Dark) 10°,09-Mar-12,2.9,5,3,5,3,13
677,"Bygers(1,187)",Kozel Černý (Dark) 10°,23-Feb-12,2.8,4,3,5,4,12
682,edpeg(928),Kozel Černý (Dark) 10°,20-May-12,3.2,4,4,6,4,14
683,deusax(457),Kozel Černý (Dark) 10°,01-Feb-12,4.7,9,5,9,5,19
684,"TheCametron(2,475)",Kozel Černý (Dark) 10°,31-Jan-12,3.5,7,4,7,3,14
686,"Linnet(2,246)",Kozel Černý (Dark) 10°,05-Jan-12,3.0,6,3,6,3,12
687,"ration(2,500)",Kozel Černý (Dark) 10°,31-Dec-11,3.1,5,4,4,3,15
690,"POLK(2,214)",Kozel Černý (Dark) 10°,26-Dec-11,2.9,5,3,6,2,13
691,"KoNrRiI(2,152)",Kozel Černý (Dark) 10°,09-Dec-11,3.0,5,3,7,2,13
692,"Erasmus_ro(3,438)",Kozel Černý (Dark) 10°,07-Dec-11,2.7,4,3,6,2,12
695,dr.dod(765),Kozel Černý (Dark) 10°,17-Jan-15,3.2,7,4,7,3,11
696,Jado(805),Kozel Černý (Dark) 10°,16-Nov-11,3.4,5,5,7,3,14
698,"dfinney23(3,424)",Kozel Černý (Dark) 10°,12-Oct-11,3.3,6,4,6,3,14
700,"Camons(18,772)",Kozel Černý (Dark) 10°,20-Sep-11,2.8,6,3,6,2,11
701,BarossaLuke(580),Kozel Černý (Dark) 10°,18-Sep-11,2.8,4,5,4,4,11
702,"Meilby(13,116)",Kozel Černý (Dark) 10°,16-Sep-11,2.7,5,4,5,3,10
703,"Countbeer(6,587)",Kozel Černý (Dark) 10°,11-Sep-11,3.0,6,3,6,3,12
705,"bax(1,311)",Kozel Černý (Dark) 10°,01-Sep-11,3.1,6,4,6,3,12
706,"JanLaursen(3,226)",Kozel Černý (Dark) 10°,26-Aug-11,2.3,4,3,4,2,10
707,petexner(936),Kozel Černý (Dark) 10°,21-Aug-11,2.8,7,3,5,3,10
708,"Beershine(5,262)",Kozel Černý (Dark) 10°,19-Aug-11,2.7,6,2,5,3,11
711,"northropfrye(4,283)",Kozel Černý (Dark) 10°,07-Aug-11,3.0,6,3,6,3,12
715,"tkrjukoff(4,336)",Kozel Černý (Dark) 10°,20-Jul-11,3.0,5,4,6,3,12
717,"KingCecil(2,117)",Kozel Černý (Dark) 10°,18-Jul-11,3.1,6,2,6,2,15
719,"crossovert(16,819)",Kozel Černý (Dark) 10°,11-Jul-11,3.6,6,4,6,4,16
722,"CH-303(3,492)",Kozel Černý (Dark) 10°,21-Jun-11,2.8,6,3,6,3,10
725,"esp0r(2,932)",Kozel Černý (Dark) 10°,10-Jun-11,2.6,5,4,5,3,9
728,"kwik-lime(3,996)",Kozel Černý (Dark) 10°,04-Jun-11,2.6,6,2,6,2,10
730,"Kronebryg(1,123)",Kozel Černý (Dark) 10°,23-May-11,3.0,6,4,5,3,12
731,"Koelschtrinker(28,840)",Kozel Černý (Dark) 10°,06-May-11,2.4,5,4,4,3,8
732,"tfredvik(2,548)",Kozel Černý (Dark) 10°,25-Apr-11,2.9,6,2,6,3,12
738,"Palme(5,033)",Kozel Černý (Dark) 10°,02-Mar-11,2.3,3,4,4,3,9
741,Kriegbaum(845),Kozel Černý (Dark) 10°,23-Dec-10,2.9,4,3,6,3,13
742,"brnandersen(6,248)",Kozel Černý (Dark) 10°,17-Dec-10,2.8,5,3,5,3,12
744,"kalervo(1,199)",Kozel Černý (Dark) 10°,18-Mar-11,2.2,3,2,6,3,8
746,"BeerBaboon(2,254)",Kozel Černý (Dark) 10°,23-Nov-10,3.0,4,4,6,3,13
747,"Bierkrug(2,129)",Kozel Černý (Dark) 10°,22-Nov-10,4.4,9,4,9,4,18
748,"ogreface(1,390)",Kozel Černý (Dark) 10°,18-Nov-10,3.5,7,3,7,3,15
749,"NoiZe(2,322)",Kozel Černý (Dark) 10°,12-Nov-10,3.7,7,3,7,4,16
753,"rubbishystuff(2,537)",Kozel Černý (Dark) 10°,17-Feb-16,3.5,7,3,7,3,15
754,"lusikka(7,837)",Kozel Černý (Dark) 10°,27-Sep-10,2.7,5,3,5,2,12
755,"cheeta(1,181)",Kozel Černý (Dark) 10°,23-Sep-10,3.5,7,4,7,3,14
756,"gyllenbock(13,891)",Kozel Černý (Dark) 10°,21-Sep-10,3.1,6,4,6,3,12
757,"daje(4,909)",Kozel Černý (Dark) 10°,18-Sep-10,3.2,7,4,6,3,12
758,"heavy(2,949)",Kozel Černý (Dark) 10°,31-Aug-10,2.9,6,3,5,3,12
760,marcot(770),Kozel Černý (Dark) 10°,18-Aug-10,2.8,6,3,5,3,11
761,"inbirraveritas(1,668)",Kozel Černý (Dark) 10°,16-Aug-10,3.1,6,3,6,3,13
762,"thirstyrabbit(2,002)",Kozel Černý (Dark) 10°,05-Jan-12,3.2,6,3,6,3,14
763,"dutchbeerpages(2,438)",Kozel Černý (Dark) 10°,31-Jul-10,2.9,3,4,6,4,12
765,"abemorsten(3,797)",Kozel Černý (Dark) 10°,27-Jun-10,3.2,6,5,5,4,12
767,"ClubGonzo(5,679)",Kozel Černý (Dark) 10°,17-Jun-10,2.6,5,3,5,3,10
768,"sfhodense(4,786)",Kozel Černý (Dark) 10°,16-Jun-10,2.8,5,3,6,3,11
769,JPMarat(68),Kozel Černý (Dark) 10°,04-Nov-10,4.0,8,5,8,4,15
770,"MoritzF(10,603)",Kozel Černý (Dark) 10°,07-Jun-10,3.1,6,3,6,3,13
771,"fugitive(2,440)",Kozel Černý (Dark) 10°,07-Jun-10,3.0,5,3,6,3,13
774,"markas101(2,671)",Kozel Černý (Dark) 10°,25-May-10,2.9,6,3,5,3,12
779,"tderoeck(14,778)",Kozel Černý (Dark) 10°,02-May-10,3.1,6,4,5,4,12
780,"JanEric(1,268)",Kozel Černý (Dark) 10°,06-Apr-10,3.4,7,3,7,3,14
782,"rane(1,271)",Kozel Černý (Dark) 10°,23-Mar-10,3.7,7,5,7,4,14
783,"KyotoLefty(14,038)",Kozel Černý (Dark) 10°,22-Mar-10,3.1,7,3,6,3,12
785,Blom(907),Kozel Černý (Dark) 10°,27-Feb-10,3.9,8,4,8,4,15
786,"davidm(2,098)",Kozel Černý (Dark) 10°,25-Feb-10,3.5,8,4,7,2,14
788,"rosenbergh(14,039)",Kozel Černý (Dark) 10°,30-Jan-10,3.3,6,4,7,3,13
793,"jonno(2,750)",Kozel Černý (Dark) 10°,25-Dec-09,3.4,6,4,7,3,14
794,"flemmingwillum(1,255)",Kozel Černý (Dark) 10°,15-May-10,3.3,7,3,6,3,14
799,"Habanero(5,744)",Kozel Černý (Dark) 10°,14-Nov-09,2.7,4,5,4,3,11
800,"DeanF(8,320)",Kozel Černý (Dark) 10°,07-Nov-09,2.4,4,2,6,3,9
802,rakkasan(142),Kozel Černý (Dark) 10°,23-Oct-09,3.2,5,3,7,3,14
803,"austone(1,062)",Kozel Černý (Dark) 10°,21-Oct-09,3.2,6,3,7,3,13
804,"3fourths(9,493)",Kozel Černý (Dark) 10°,20-Oct-09,3.3,6,4,6,3,14
807,"trapped(6,256)",Kozel Černý (Dark) 10°,14-Sep-09,3.7,7,3,6,4,17
810,"Dervock(1,634)",Kozel Černý (Dark) 10°,02-Aug-09,3.2,7,5,5,3,12
812,SeanMacGC(335),Kozel Černý (Dark) 10°,18-Jul-09,3.3,6,4,6,3,14
813,"rmussman(1,701)",Kozel Černý (Dark) 10°,08-Jul-09,3.6,7,4,7,4,14
814,thechandler(593),Kozel Černý (Dark) 10°,25-Jun-09,3.0,6,3,6,3,12
815,"larsga(7,693)",Kozel Černý (Dark) 10°,15-Jun-09,3.2,6,5,6,3,12
817,"jfb(8,142)",Kozel Černý (Dark) 10°,05-Jun-09,3.2,6,3,7,3,13
818,"Gr0ve(2,176)",Kozel Černý (Dark) 10°,01-Jun-09,2.3,4,3,5,3,8
819,"visionthing(7,101)",Kozel Černý (Dark) 10°,22-May-09,4.0,8,4,8,3,17
821,"OleR(4,799)",Kozel Černý (Dark) 10°,06-May-09,2.0,4,3,4,2,7
822,"swooper(1,254)",Kozel Černý (Dark) 10°,29-Apr-09,2.3,5,3,4,2,9
823,"Boystout(1,000)",Kozel Černý (Dark) 10°,02-Apr-09,2.8,4,4,6,3,11
824,"gunnar(13,787)",Kozel Černý (Dark) 10°,29-Mar-09,3.5,6,4,7,4,14
825,"fata2683(2,176)",Kozel Černý (Dark) 10°,21-Mar-09,3.1,6,3,7,3,12
827,"SaintMatty(9,100)",Kozel Černý (Dark) 10°,30-Jan-09,2.9,6,3,6,3,11
828,"Nightfall(1,313)",Kozel Černý (Dark) 10°,24-Jan-09,3.3,5,4,6,3,15
830,"floydian1(1,852)",Kozel Černý (Dark) 10°,08-Dec-08,3.5,6,4,7,4,14
831,"mkel07(9,170)",Kozel Černý (Dark) 10°,28-Nov-08,3.6,7,3,7,3,16
834,"zvikar(11,503)",Kozel Černý (Dark) 10°,03-Nov-08,3.5,6,5,7,4,13
835,"tarjei(1,952)",Kozel Černý (Dark) 10°,29-Oct-08,3.0,5,4,6,3,12
839,"downender(10,546)",Kozel Černý (Dark) 10°,04-Oct-08,2.9,6,3,6,2,12
841,"Archibaldo de la Cruz(1,120)",Kozel Černý (Dark) 10°,02-Oct-08,3.2,5,3,6,3,15
842,"Muggus69(3,694)",Kozel Černý (Dark) 10°,02-Oct-08,3.2,6,4,7,3,12
843,"swoopjones(7,018)",Kozel Černý (Dark) 10°,01-Oct-08,2.9,6,3,5,3,12
844,shendrix(478),Kozel Černý (Dark) 10°,21-Sep-08,4.1,6,5,9,4,17
846,"Marsiblursi(3,075)",Kozel Černý (Dark) 10°,04-Aug-08,2.8,5,3,5,3,12
847,UnholyBrewing(596),Kozel Černý (Dark) 10°,01-Aug-08,2.9,4,4,4,4,13
849,"bager(2,120)",Kozel Černý (Dark) 10°,28-Jul-08,3.0,6,3,6,3,12
852,"DonMagi(5,592)",Kozel Černý (Dark) 10°,04-Jul-08,3.0,6,3,6,3,12
855,dornoy(701),Kozel Černý (Dark) 10°,21-Jun-08,2.5,4,3,4,3,11
860,"yespr(54,718)",Kozel Černý (Dark) 10°,12-May-08,2.8,6,3,5,3,11
861,"trapez(1,561)",Kozel Černý (Dark) 10°,08-May-08,2.6,4,3,6,3,10
862,"armando629(2,464)",Kozel Černý (Dark) 10°,05-May-08,3.5,7,4,7,3,14
863,"Leighton(29,463)",Kozel Černý (Dark) 10°,02-May-08,4.3,8,4,9,4,18
864,"tlind2(1,996)",Kozel Černý (Dark) 10°,28-Apr-08,3.6,8,4,8,3,13
865,"nate2g(1,548)",Kozel Černý (Dark) 10°,27-Apr-08,3.0,5,4,6,3,12
870,"Bullit(6,228)",Kozel Černý (Dark) 10°,16-Apr-08,3.0,5,3,6,3,13
871,sirPino(882),Kozel Černý (Dark) 10°,14-Apr-08,1.9,3,3,3,3,7
872,"liinis(1,771)",Kozel Černý (Dark) 10°,11-Apr-08,2.1,4,3,3,2,9
875,"Quack-Duck(11,154)",Kozel Černý (Dark) 10°,20-Mar-08,3.2,7,4,6,3,12
877,"Skinnyviking(11,938)",Kozel Černý (Dark) 10°,27-Feb-08,2.7,6,3,5,3,10
878,"DruncanVeasey(10,292)",Kozel Černý (Dark) 10°,25-Feb-08,3.1,6,3,6,3,13
880,"KimJohansen(10,511)",Kozel Černý (Dark) 10°,14-Feb-08,2.5,4,4,5,2,10
881,"Maria(10,208)",Kozel Černý (Dark) 10°,01-Feb-08,2.9,6,3,6,3,11
882,"kappldav123(7,959)",Kozel Černý (Dark) 10°,04-Jan-08,3.0,6,3,6,3,12
885,"stobbe74(3,788)",Kozel Černý (Dark) 10°,24-Dec-07,2.7,6,3,5,3,10
886,"SamGamgee(2,452)",Kozel Černý (Dark) 10°,21-Dec-07,2.9,6,3,6,2,12
888,"shp555(2,024)",Kozel Černý (Dark) 10°,12-Dec-07,3.4,6,3,6,3,16
889,"gam(4,242)",Kozel Černý (Dark) 10°,11-Dec-07,3.3,6,4,6,4,13
892,"Dogbrick(17,760)",Kozel Černý (Dark) 10°,24-Nov-07,3.1,6,3,6,3,13
893,"BeerBiker(1,414)",Kozel Černý (Dark) 10°,13-Nov-07,3.3,6,3,6,3,15
